organization/TMC,Dataset ID,Donor ID,Organ ID,Direct Ancestor Tissue Sample ID,Dataset Name (optional),Organ/Tissue,Assay,Data Modality,Pipeline processed? (Blood / Ruffalo),TMC/RTI/TTD vs. HIVE processed?  (Blood / Ruffalo),Human Curated? (Briggs),TMC signed off on dataset,Donor metadata received,Donor metadata ingested? (Silverstein),Contains ID-able seq data (Brusko),Reference IRB,IRB data classification,File types included,"Size of data set (i.e. cells, or other relevant proxy)",Instrument name,Instrument model,Application software name,Application software version,globusUrl,localPath,createdBy,creationDate,Flow cell,Sequencing Library pool concentration,PhiX%,Sequencing read format,Paired/Single End,Sequencing Chemistry,reference genome,Preprocessing pipeline,# Cells returned post sequencing,% reads in cells,mean reads/cell,median genes/cell,Sample Index well ID,
Caltech/UW,HBM543.KQKJ.535,STAN0004,STAN0004-SI,STAN0004-SI-2-1,"W105 small bowell, jejunum seqFISH processed data",Small intestine,seqFISH,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/1gV-ip_PcrXh5wN869ixXOcPK_h60jTzH,"Human subjects, unrestricted ",.mat/.tif/.csv,6 FOV,Andor cCMOS Camera,Zyla 4.2 USB3,Micro-Manager,1.4,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/California%20Institute%20of%20Technology%20TMC/a8172784e0670b5ab59e880f315bd56a,/hive/hubmap/lz//California Institute of Technology TMC/a8172784e0670b5ab59e880f315bd56a,nicogpt@caltech.edu,2020-01-01 0:34:51,,,,,,,,,,,,,,
Caltech/UW,HBM782.DNVV.354,STAN0004,STAN0004-SI,STAN0004-SI-1-1,"W105 small bowel, duodenum seqFISH processed data",Small intestine,seqFISH,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/1gV-ip_PcrXh5wN869ixXOcPK_h60jTzH,"Human subjects, unrestricted ",.mat/.tif/.csv,6 FOV,Andor cCMOS Camera,Zyla 4.2 USB3,Micro-Manager,1.4,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/California%20Institute%20of%20Technology%20TMC/0a39994eca4db587a2106f766dc7a8c7,/hive/hubmap/lz//California Institute of Technology TMC/0a39994eca4db587a2106f766dc7a8c7,nicogpt@caltech.edu,2020-01-01 0:30:20,,,,,,,,,,,,,,
Caltech/UW,HBM443.FHTZ.898,STAN0004,STAN0004-SI,STAN0004-SI-5-1,"W105 small bowel, ileum seqFISH processed data",Small intestine,seqFISH,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/1gV-ip_PcrXh5wN869ixXOcPK_h60jTzH,"Human subjects, unrestricted ",.mat/.tif/.csv,6 FOV,Andor cCMOS Camera,Zyla 4.2 USB3,Micro-Manager,1.4,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/California%20Institute%20of%20Technology%20TMC/7d7ecee7a88e406abe95f5ce206fe722,/hive/hubmap/lz//California Institute of Technology TMC/7d7ecee7a88e406abe95f5ce206fe722,nicogpt@caltech.edu,2020-01-01 0:28:39,,,,,,,,,,,,,,
Caltech/UW,HBM676.SNSW.596,STAN0004,STAN0004-SI,STAN0004-SI-2-1,"W105 small bowel, jejunum seqFISH raw data",Small intestine,seqFISH,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/1gV-ip_PcrXh5wN869ixXOcPK_h60jTzH,"Human subjects, unrestricted ",.tif,6 FOV,Andor cCMOS Camera,Zyla 4.2 USB3,Micro-Manager,1.4,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/California%20Institute%20of%20Technology%20TMC/bf447e198a99cb780d93437f05b2452d,/hive/hubmap/lz//California Institute of Technology TMC/bf447e198a99cb780d93437f05b2452d,nicogpt@caltech.edu,2020-01-01 0:13:48,,,,,,,,,,,,,,
Caltech/UW,HBM384.XXGK.466,STAN0004,STAN0004-SI,STAN0004-SI-1-1,"W105 small bowel, duodenum seqFISH raw data",Small intestine,seqFISH,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/1gV-ip_PcrXh5wN869ixXOcPK_h60jTzH,"Human subjects, unrestricted ",.tif,6 FOV,Andor cCMOS Camera,Zyla 4.2 USB3,Micro-Manager,1.4,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/California%20Institute%20of%20Technology%20TMC/56fd9c83a140673c1b259612a91f2bb0,/hive/hubmap/lz//California Institute of Technology TMC/56fd9c83a140673c1b259612a91f2bb0,nicogpt@caltech.edu,2019-12-31 22:51:42,,,,,,,,,,,,,,
Caltech/UW,HBM552.MSWZ.288,STAN0004,STAN0004-SI,STAN0004-SI-5-1,"W105 small bowel, ileum seqFISH raw data",Small intestine,seqFISH,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/1gV-ip_PcrXh5wN869ixXOcPK_h60jTzH,"Human subjects, unrestricted ",.tif,6 FOV,Andor cCMOS Camera,Zyla 4.2 USB3,Micro-Manager,1.4,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/California%20Institute%20of%20Technology%20TMC/c9799ce59c4518bd243555c92c4edc21,/hive/hubmap/lz//California Institute of Technology TMC/c9799ce59c4518bd243555c92c4edc21,nicogpt@caltech.edu,2019-12-31 22:50:53,,,,,,,,,,,,,,
Caltech/UW,HBM354.VTTH.229,STAN0004,STAN0004-SP,STAN0004-SP-2-1,"W105 spleen, central seqFISH processed data",spleen,seqFISH,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/1gV-ip_PcrXh5wN869ixXOcPK_h60jTzH,"Human subjects, unrestricted ",.mat/.tif/.csv,10 FOV,Andor cCMOS Camera,Zyla 4.2 USB3,Micro-Manager,1.4,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/California%20Institute%20of%20Technology%20TMC/7f0e5c10babfa368c9fbaff2e52f79f4,/hive/hubmap/lz//California Institute of Technology TMC/7f0e5c10babfa368c9fbaff2e52f79f4,nicogpt@caltech.edu,2019-12-31 21:53:55,,,,,,,,,,,,,,
Caltech/UW,HBM359.CSFK.287,STAN0004,STAN0004-SP,STAN0004-SP-3-1,"W105 spleen, posterior seqFISH processed data",spleen,seqFISH,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/1gV-ip_PcrXh5wN869ixXOcPK_h60jTzH,"Human subjects, unrestricted ",.mat/.tif/.csv,10 FOV,Andor cCMOS Camera,Zyla 4.2 USB3,Micro-Manager,1.4,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/California%20Institute%20of%20Technology%20TMC/137cfbe04757d99ae0763c1f387ccea7,/hive/hubmap/lz//California Institute of Technology TMC/137cfbe04757d99ae0763c1f387ccea7,nicogpt@caltech.edu,2019-12-31 21:52:51,,,,,,,,,,,,,,
Caltech/UW,HBM682.TWTR.428,STAN0004,STAN0004-SP,STAN0004-SP-2-1,"W105 spleen, central seqFISH raw data",spleen,seqFISH,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/1gV-ip_PcrXh5wN869ixXOcPK_h60jTzH,"Human subjects, unrestricted ",.tif,10 FOV,Andor cCMOS Camera,Zyla 4.2 USB3,Micro-Manager,1.4,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/California%20Institute%20of%20Technology%20TMC/149eea2020a082ea9dd5683bdaca67c9,/hive/hubmap/lz//California Institute of Technology TMC/149eea2020a082ea9dd5683bdaca67c9,nicogpt@caltech.edu,2019-12-31 15:01:26,,,,,,,,,,,,,,
Caltech/UW,HBM376.FRWD.797,STAN0004,STAN0004-SP,STAN0004-SP-3-1,"W105 spleen, posterior seqFISH raw data",spleen,seqFISH,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/1gV-ip_PcrXh5wN869ixXOcPK_h60jTzH,"Human subjects, unrestricted ",.tif,10 FOV,Andor cCMOS Camera,Zyla 4.2 USB3,Micro-Manager,1.4,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/California%20Institute%20of%20Technology%20TMC/df4571465db80f45c10bc29cf5342cde,/hive/hubmap/lz//California Institute of Technology TMC/df4571465db80f45c10bc29cf5342cde,nicogpt@caltech.edu,2019-12-31 15:00:40,,,,,,,,,,,,,,
Caltech/UW,HBM434.VLFT.986,CALT0001,CALT0001-HT,CALT0001-HT-2-1,"W101 heart, left ventricle seqFISH raw data",heart,seqFISH,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/1gV-ip_PcrXh5wN869ixXOcPK_h60jTzH,"Human subjects, unrestricted ",.tif,6 FOV,Andor cCMOS Camera,Zyla 4.2 USB3,Micro-Manager,1.4,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/California%20Institute%20of%20Technology%20TMC/eaad5ed4b3aa2186bd87e05ff28b593e,/hive/hubmap/lz//California Institute of Technology TMC/eaad5ed4b3aa2186bd87e05ff28b593e,nicogpt@caltech.edu,2019-12-31 14:47:09,,,,,,,,,,,,,,
Stanford,HBM934.DLPB.978,STAN0003,STAN0003-SI,STAN0003-SI,B001-A-SmallIntestine-WGS,Small intestine,WGS,NGS,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,8 samples of 30X WGS,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/wgs/6e27c3ad72f3f24ff68a61d24a3a9cee,/hive/hubmap/lz//Stanford TMC/wgs/6e27c3ad72f3f24ff68a61d24a3a9cee,Daniel.cotter@stanford.edu,2020-01-28 19:24:27,,,,,,,,,,,,,,
Stanford,HBM254.SXCB.872,STAN0003,STAN0003-SI,STAN0003-SI-5,B001-A-SmallIntestine-MidJejunum-WGS,Small intestine,WGS,NGS,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,1 sample of 30x WGS,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/wgs/d9d4762c8639fe76553c81ce159b3e45,/hive/hubmap/lz//Stanford TMC/wgs/d9d4762c8639fe76553c81ce159b3e45,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM233.GVDL.962,STAN0003,STAN0003-SI,STAN0003-SI-6,B001-A-SmallIntestine-Ileum-WGS,Small intestine,WGS,NGS,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,1 sample of 30x WGS,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/wgs/71256e28c1393f391385a21ab14f78f6,/hive/hubmap/lz//Stanford TMC/wgs/fc48ca1776d358eb3a6d7a3c5cc49a64,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM893.LCWM.423,STAN0003,STAN0003-SI,STAN0003-SI-7,B001-A-SmallIntestine-Jejunum-WGS,Small intestine,WGS,NGS,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,1 sample of 30x WGS,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/wgs/d859a8c563558b7db0b73c6170ad84fd,/hive/hubmap/lz//Stanford TMC/wgs/d859a8c563558b7db0b73c6170ad84fd,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM848.VLZL.329,STAN0003,STAN0003-SI,STAN0003-SI-8,B001-A-SmallIntestine-Duodenum-WGS,Small intestine,WGS,NGS,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,1 sample of 30x WGS,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/wgs/0b10c4d5df6cb25fa12a67f7e72580ab,/hive/hubmap/lz//Stanford TMC/wgs/0b10c4d5df6cb25fa12a67f7e72580ab,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM686.GWTV.593,STAN0003,STAN0003-LI,STAN0003-LI,B001-A-LargeIntestine-WGS,Large intestine,WGS,NGS,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,8 samples of 30X WGS,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/wgs/fc48ca1776d358eb3a6d7a3c5cc49a64,/hive/hubmap/lz//Stanford TMC/wgs/fc48ca1776d358eb3a6d7a3c5cc49a64,Daniel.cotter@stanford.edu,2020-01-28 19:28:51,,,,,,,,,,,,,,
Stanford,HBM577.NRCL.952,STAN0003,STAN0003-LI,STAN0003-LI-6,B001-A-LargeIntestine-Sigmoid-WGS,Large intestine,WGS,NGS,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,1 sample of 30x WGS,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/wgs/0186092a96f773bafb62721eb4399c6b,/hive/hubmap/lz//Stanford TMC/wgs/0186092a96f773bafb62721eb4399c6b,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM534.XNJK.939,STAN0003,STAN0003-LI,STAN0003-LI-7,B001-A-LargeIntestine-Transverse-WGS,Large intestine,WGS,NGS,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,1 sample of 30x WGS,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/wgs/3acdb3ed962b2087fbe325514b098101,/hive/hubmap/lz//Stanford TMC/wgs/3acdb3ed962b2087fbe325514b098101,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM999.NRRQ.328,STAN0003,STAN0003-LI,STAN0003-LI-8,B001-A-LargeIntestine-Descending-WGS,Large intestine,WGS,NGS,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,1 sample of 30x WGS,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/wgs/63495a0c6f833359218e7c7f991746ab,/hive/hubmap/lz//Stanford TMC/wgs/63495a0c6f833359218e7c7f991746ab,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM653.SPBN.555,STAN0003,STAN0003-LI,STAN0003-LI-9,B001-A-LargeIntestine-Ascending-WGS,Large intestine,WGS,NGS,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,1 sample of 30x WGS,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/wgs/517539cee7b8ea5909150998f5486a17,/hive/hubmap/lz//Stanford TMC/wgs/517539cee7b8ea5909150998f5486a17,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM258.XLQS.274,STAN0003,STAN0003-SI,STAN0003-SI,B001-A-SmallIntestine-RNAseq,Small intestine,RNAseq (Bulk),Transcriptomics,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,15Gb,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/rna/bulk/927c4e896b5732aeab2b2754dc413485,/hive/hubmap/lz//Stanford TMC/rna/bulk/927c4e896b5732aeab2b2754dc413485,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM634.HGLT.739,STAN0003,STAN0003-SI,STAN0003-SI-8,B001-A-SmallIntestine-Duodenum-RNAseq,Small intestine,RNAseq (Bulk),Transcriptomics,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/rna/bulk/69e5acda3ceefb02ef4363be64958c53,/hive/hubmap/lz//Stanford TMC/rna/bulk/69e5acda3ceefb02ef4363be64958c53,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM855.VBLX.337,STAN0003,STAN0003-SI,STAN0003-SI-7,B001-A-SmallIntestine-Jejunum-RNAseq,Small intestine,RNAseq (Bulk),Transcriptomics,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/rna/bulk/2c2179ea741d3bbb47772172a316a2bf,/hive/hubmap/lz//Stanford TMC/rna/bulk/2c2179ea741d3bbb47772172a316a2bf,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM672.XGNL.299,STAN0003,STAN0003-SI,STAN0003-SI-6,B001-A-SmallIntestine-Ileum-RNAseq,Small intestine,RNAseq (Bulk),Transcriptomics,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/rna/bulk/6e9e4f61998006ee78c32af1596fa25a,/hive/hubmap/lz//Stanford TMC/rna/bulk/6e9e4f61998006ee78c32af1596fa25a,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM656.ZCCL.743,STAN0003,STAN0003-SI,STAN0003-SI-5,B001-A-SmallIntestine-MidJejunum-RNAseq,Small intestine,RNAseq (Bulk),Transcriptomics,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/rna/bulk/311837bf483627cc967e40092a251096,/hive/hubmap/lz//Stanford TMC/rna/bulk/311837bf483627cc967e40092a251096,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM668.LBQM.468,STAN0003,STAN0003-LI,STAN0003-LI,B001-A-LargeIntestine-RNAseq,Large intestine,RNAseq (Bulk),Transcriptomics,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,17Gb,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/rna/bulk/0bdbb5e7db43863bb83f868ff205734a,/hive/hubmap/lz//Stanford TMC/rna/bulk/0bdbb5e7db43863bb83f868ff205734a,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM954.PCBD.364,STAN0003,STAN0003-LI,STAN0003-LI-9,B001-A-LargeIntestine-Ascending-RNAseq,Large intestine,RNAseq (Bulk),Transcriptomics,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/rna/bulk/829949a05892c319595ed28887039134,/hive/hubmap/lz//Stanford TMC/rna/bulk/829949a05892c319595ed28887039134,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM454.ZWSD.895,STAN0003,STAN0003-LI,STAN0003-LI-8,B001-A-LargeIntestine-Descending-RNAseq,Large intestine,RNAseq (Bulk),Transcriptomics,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/rna/bulk/f84c8edc36a65f248c2649ebbe52ad35,/hive/hubmap/lz//Stanford TMC/rna/bulk/f84c8edc36a65f248c2649ebbe52ad35,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM756.GJDX.884,STAN0003,STAN0003-LI,STAN0003-LI-7,B001-A-LargeIntestine-Transverse-RNAseq,Large intestine,RNAseq (Bulk),Transcriptomics,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/rna/bulk/2c77b1cdf33dbed3dbfb74e4b578300e,/hive/hubmap/lz//Stanford TMC/rna/bulk/2c77b1cdf33dbed3dbfb74e4b578300e,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM946.HHKL.578,STAN0003,STAN0003-LI,STAN0003-LI-6,B001-A-LargeIntestine-Sigmoid-RNAseq,Large intestine,RNAseq (Bulk),Transcriptomics,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/rna/bulk/1b44f652bd13a713c9d1eb99b359a4fd,/hive/hubmap/lz//Stanford TMC/rna/bulk/1b44f652bd13a713c9d1eb99b359a4fd,Daniel.cotter@stanford.edu,2/7/2020,,,,,,,,,,,,,,
Stanford,HBM628.ZLPR.298,STAN0003,STAN0003-LI,STAN0003-LI,B001-A-LargeIntestine-snRNAseq,Large intestine,snRNAseq,Transcriptomics,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,20Gb,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/rna/single-nucleus/0de3358fe238283a7a4afa92fb28806e,/hive/hubmap/lz//Stanford TMC/rna/single-nucleus/0de3358fe238283a7a4afa92fb28806e,Daniel.cotter@stanford.edu,2020-01-28 19:39:05,,,,,,,,,,,,,,
Stanford,HBM444.XJKC.552,STAN0003,STAN0003-LI,STAN0003-LI-9,B001-A-LargeIntestine-Ascending-snRNAseq,Large intestine,snRNAseq,Transcriptomics,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/rna/single-nucleus/b29f62452b8e333ffc62d2e69caa18fa,/hive/hubmap/lz//Stanford TMC/rna/single-nucleus/b29f62452b8e333ffc62d2e69caa18fa,Daniel.cotter@stanford.edu,2020-01-28 19:39:05,,,,,,,,,,,,,,
Stanford,HBM469.MMFJ.248,STAN0003,STAN0003-LI,STAN0003-LI-7,B001-A-LargeIntestine-Transverse-snRNAseq,Large intestine,snRNAseq,Transcriptomics,N,,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/rna/single-nucleus/b5fdfd5b7d1110ebfba9f2115e0bcaf8,/hive/hubmap/lz//Stanford TMC/rna/single-nucleus/b5fdfd5b7d1110ebfba9f2115e0bcaf8,Daniel.cotter@stanford.edu,2020-01-28 19:39:05,,,,,,,,,,,,,,
Stanford,HBM496.JLNN.442,STAN0003,STAN0003-LI,STAN0003-LI,B001-A-LargeIntestine-snATACseq,Large intestine,snATACseq,Transcriptomics,Y,HIVE,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,22Gb,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/atacseq/single-nucleus/dabb2014aba1f2239a869a9c5ffe1e0c,/hive/hubmap/lz//Stanford TMC/atacseq/single-nucleus/dabb2014aba1f2239a869a9c5ffe1e0c,Daniel.cotter@stanford.edu,2020-01-28 19:41:52,,,,,,,,,,,,,,
Stanford,HBM264.QCGR.632,STAN0003,STAN0003-LI,STAN0003-LI-9,B001-A-LargeIntestine-Ascending-snATACseq,Large intestine,snATACseq,Transcriptomics,Y,HIVE,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/atacseq/single-nucleus/462d21ffa95f8ac13b929b9ae97fa84c,/hive/hubmap/lz//Stanford TMC/atacseq/single-nucleus/462d21ffa95f8ac13b929b9ae97fa84c,Daniel.cotter@stanford.edu,2020-01-28 19:41:52,,,,,,,,,,,,,,
Stanford,HBM398.THRG.589,STAN0003,STAN0003-LI,STAN0003-LI-7,B001-A-LargeIntestine-Transverse-snATACseq,Large intestine,snATACseq,Transcriptomics,Y,HIVE,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,NovaSeq,,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/atacseq/single-nucleus/484c62e89ff34fc41281c131ccc09ffb,/hive/hubmap/lz//Stanford TMC/atacseq/single-nucleus/484c62e89ff34fc41281c131ccc09ffb,Daniel.cotter@stanford.edu,2020-01-28 19:41:52,,,,,,,,,,,,,,
